Title,Authors,Corporate Authors,Editors,Book Editors,Source Title,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Beginning Page,Ending Page,Article Number,DOI,Conference Title,Conference Date,Total Citations,Average per Year,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Complementarity between Textural and Radiometric Indices From Airborne and Spaceborne Multi VHSR Data: Disentangling the Complexity of Heterogeneous Landscape Matrix,"Lang, Marc; Alleaume, Samuel; Luque, Sandra; Baghdadi, Nicolas; Feret, Jean-Baptiste",,,,REMOTE SENSING,MAR 2 2019,2019,11,6,,,,,,693,10.3390/rs11060693,,,1,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
A comparison of ground-dwelling and arboreal ant assemblages (Hymenoptera: Formicidae) in lowland forests of Cambodia,"Hosoishi, Shingo; Hashimoto, Yoshiaki; Park, Sang-Hyun; Yamane, Seiki; Ogata, Kazuo",,,,RAFFLES BULLETIN OF ZOOLOGY,2017,2017,65,,,,,416,425,,,,,1,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"RELATIONSHIP BETWEEN PLANT SPECIES RICHNESS AND AGE OF WOODLAND PATCHES (OJCOW NATIONAL PARK, POLAND)","Moszkowicz, Lukasz",,,,POLISH JOURNAL OF ECOLOGY,2014,2014,62,4,,,,649,664,,,,,1,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MAPPING FOREST STAND COMPLEXITY FOR WOODLAND CARIBOU HABITAT ASSESSMENT USING MULTISPECTRAL AIRBORNE IMAGERY,"Zhang, W.; Hu, B.; Woods, M.",,,"Li, S; Dragicevic, S",ISPRS TECHNICAL COMMISSION II SYMPOSIUM,2014,2014,40-2,,,,,179,185,,10.5194/isprsarchives-XL-2-179-2014,ISPRS Technical Commission II Midterm Symposium,"OCT 06-08, 2014",1,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Predicting biodiversity potential using a modified layers of habitat model,"Kapustka, LA; Galbraith, H; Luxon, M; Yocum, JM; Adams, WJ",,,"Kapustka, L; Galbraith, H; Luxon, M; Bidding, G","LANDSCAPE ECOLOGY AND WILDLIFE HABITAT EVALUATION: CRITICAL INFORMATION FOR ECOLOGICAL RISK ASSESSMENT, LAND-USE MANAGEMENT ACTIVITIES, AND BIODIVERSITY ENHANCEMENT",2004,2004,1458,,,,,107,128,,10.1520/STP11946S,Symposium on Landscape Ecology and Wildlife Habitat Evaluation,"APR 07-09, 2003",1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unoccupied aerial vehicles as a tool to map lizard operative temperature in tropical environments,"Higgins, Emma A.; Boyd, Doreen S.; Brown, Tom W.; Owen, Sarah C.; van Der Heijden, Geertje M. F.; Algar, Adam C.",,,,REMOTE SENSING IN ECOLOGY AND CONSERVATION,,2024,,,,,,,,,10.1002/rse2.393,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Historical changes in the distribution of the Sichuan golden snub-nosed monkey (<i>Rhinopithecus roxellana</i>) in Sichuan Province, China","Dai, Yunchuan; Xia, Wancai; Zhu, Yujing; Hacker, Charlotte; Wang, Xueyu; Li, Dayong",,,,ECOLOGY AND EVOLUTION,APR 2024,2024,14,4,,,,,,e11270,10.1002/ece3.11270,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DIVERSITY CHANGES AND PHYLOGENETIC STRUCTURE OF WOODY PLANTS IN DIFFERENT VERTICAL ZONES OF THE SYGERA MOUNTAINS,"Yang, X. X.; Bo, Y. Y.; He, C. Y.; Wu, Z. J.; Deng, S. Q.; Xing, Y. T.; Xie, T. T.; Wang, Z. Q.; Zhang, Z.; Luo, J.",,,,APPLIED ECOLOGY AND ENVIRONMENTAL RESEARCH,,2024,,,,,,,,,10.15666/aeer/2203_19431957,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adaptability Evaluation of Human Settlements in Chengdu Based on ArcGIS,"Li, Hongyu; Wang, Yuelin; Chen, Wende; Li, Hongfu; Tian, Yue; Chen, Ruojing",,,,SUSTAINABILITY,MAR 2024,2024,16,5,,,,,,1989,10.3390/su16051989,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Coordination characteristics and influencing mechanisms of habitat quality, ecological sensitivity and net primary production: A case study on Yangtze river economic belt in China","Wang, Wei; Yang, Jun; Yang, Guishan",,,,ENVIRONMENTAL DEVELOPMENT,MAR 2024,2024,49,,,,,,,100969,10.1016/j.envdev.2024.100969,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
<i>HSC</i>3<i>D</i>: A Python package to quantify three-dimensional habitat structural complexity,"Gu, Yi-Fei; Hu, Jiamian; Han, Kai; Lau, Jackson W. T.; Williams, Gray A.",,,,METHODS IN ECOLOGY AND EVOLUTION,APR 2024,2024,15,4,,,,639,646,,10.1111/2041-210X.14305,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dispersal constrains the biotic connectivity of mountain assemblages,"Pena, R.; Obeso, J. R.; Laiolo, P.",,,,JOURNAL OF BIOGEOGRAPHY,,2024,,,,,,,,,10.1111/jbi.14818,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
American marten occupancy and activity patterns at the southern extent of their range in the eastern United States,"Ashbrook, Sarah; Hapeman, Paul",,,,ECOLOGY AND EVOLUTION,FEB 2024,2024,14,2,,,,,,e10904,10.1002/ece3.10904,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beta Diversity Patterns and Determinants among Vertical Layers of Tropical Seasonal Rainforest in Karst Peak-Cluster Depressions,"Hu, Gang; Pang, Qingling; Hu, Cong; Xu, Chaohao; Zhang, Zhonghua; Zhong, Chaofang",,,,FORESTS,FEB 2024,2024,15,2,,,,,,365,10.3390/f15020365,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microclimate mapping using novel radiative transfer modelling,"Zellweger, Florian; Sulmoni, Eric; Malle, Johanna T.; Baltensweiler, Andri; Jonas, Tobias; Zimmermann, Niklaus E.; Ginzler, Christian; Karger, Dirk Nikolaus; De Frenne, Pieter; Frey, David; Webster, Clare",,,,BIOGEOSCIENCES,JAN 29 2024,2024,21,2,,,,605,623,,10.5194/bg-21-605-2024,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Impact of topographic factors on animal field pathings: Analysis and prediction of deer movement patterns,"Valderrama-Zafra, Jose M.; Rubio-Paramio, Miguel A.; Garcia-Molina, Diego Francisco; Mercado-Colmenero, Jorge Manuel; Oya, Antonia; Carrasco, Rafael; Azorit, Concepcion",,,,ECOLOGICAL INFORMATICS,MAY 2024,2024,80,,,,,,,102487,10.1016/j.ecoinf.2024.102487,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grassland vertical height heterogeneity predicts flower and bee diversity: an UAV photogrammetric approach,"Torresani, Michele; Rocchini, Duccio; Ceola, Giada; de Vries, Jan Peter Reinier; Feilhauer, Hannes; Moudry, Vitezslav; Bartholomeus, Harm; Perrone, Michela; Anderle, Matteo; Gamper, Hannes Andres; Chieffallo, Ludovico; Guatelli, Enrico; Gatti, Roberto Cazzolla; Kleijn, David",,,,SCIENTIFIC REPORTS,JAN 8 2024,2024,14,1,,,,,,809,10.1038/s41598-023-50308-9,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Using multiplatform LiDAR to identify relationships between vegetation structure and the abundance and diversity of woodland reptiles and amphibians,"Shokirov, Shukhrat; Jucker, Tommaso; Levick, Shaun R.; Manning, Adrian D.; Youngentob, Kara N.",,,,REMOTE SENSING IN ECOLOGY AND CONSERVATION,,2024,,,,,,,,,10.1002/rse2.381,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DISTRIBUTION MODELLING OF THE CAUCASIAN ENDEMIC FRITILLARIA LATIFOLIA AGAINST THE BACKGROUND OF CLIMATE CHANGE,"Pshegusov, Rustam H.; Chadaeva, Victoria A.",,,,NATURE CONSERVATION RESEARCH,2024,2024,9,1,,,,,,,10.24189/ncr.2024.005,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fungal inoculations and mechanical wounding of trees have limited efficacy for snag creation two decades after treatment,"Rivers, James W.",,,,FOREST ECOLOGY AND MANAGEMENT,FEB 1 2024,2024,553,,,,,,,121651,10.1016/j.foreco.2023.121651,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Semi-natural habitats benefit maintaining the spider diversity in subtropical agroecosystems,"Geng, Xuewei; Lin, Yucheng; He, Yiting; Liao, Jing; Ran, Jianghong; Zhang, Pei",,,,LAND DEGRADATION & DEVELOPMENT,FEB 28 2024,2024,35,4,,,,1580,1598,,10.1002/ldr.5009,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parallel shifts in flight-height associated with altitude across incipient Heliconius species,"Rivas-Sanchez, David F.; Gantiva-Q, Carlos H.; Pardo-Diaz, Carolina; Salazar, Camilo; Montgomery, Stephen H.; Merrill, Richard M.",,,,JOURNAL OF EVOLUTIONARY BIOLOGY,JAN 29 2024,2024,37,1,,,,123,129,,10.1093/jeb/voad003,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DIVERSITY OF BEETLES (COLEOPTERA) IN AN INTER-ANDEAN DRY TROPICAL FOREST IN ECUADOR,"de la Cadena-Mendoza, Gissela N.; Ramon-Cabrera, Giovanni M.",,,,COLEOPTERISTS BULLETIN,DEC 2023,2023,77,4,,,,561,580,,10.1649/0010-065X-77.4.561,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diminished Seed Banks of Two Endemic Scrub Herbs in Roadside Habitat Belie Their Population Booms: Are Robust Roadside Populations a Conservation Mirage?,"Segal, Ella C.; David, Aaron S.",,,,SOUTHEASTERN NATURALIST,DEC 2023,2023,22,4,,,,519,529,,10.1656/058.022.0405,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Evaluation of regression methods and competition indices in characterizing height-diameter relationships for temperate and pantropical tree species,"Jha, Sakar; Yang, Sheng-, I; Brandeis, Thomas J.; Kuegler, Olaf; Marcano-Vega, Humfredo",,,,FRONTIERS IN FORESTS AND GLOBAL CHANGE,NOV 30 2023,2023,6,,,,,,,1282297,10.3389/ffgc.2023.1282297,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Effects of abiotic and biotic factors on woody plant diversity across vertical strata in a temperate forest,"Zhang, Wei; Shi, Hang; Zhang, Kerong; Shu, Xiao; Dang, Haishan",,,,PLANT ECOLOGY,JAN 2024,2024,225,1,,,,1,11,,10.1007/s11258-023-01370-w,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Evaluating river morphology change with a geomorphic form variation approach,"Dawson, Corey; Ashmore, Peter; Corry, Robert",,,,EARTH SURFACE PROCESSES AND LANDFORMS,FEB 2024,2024,49,2,,,,855,874,,10.1002/esp.5744,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Forest and population characteristics of vulnerable relict<i> Pseudotsuga</i><i> sinensis</i> in southwestern China,"Tang, Cindy Q.; Wen, Jian-Ran; Han, Peng -Bin; Yao, Shi -Qian; Du, Min-Rui; Li, Shuaifeng; Zeng, Jia-Le; Shi, You-Cai; Peng, Ming-Chun; Wang, Chong-Yun; Matsui, Tetsuya; Li, Yong-Ping; Li, Jun; Sun, Gui -Hong; Tao, Guang -Lin",,,,TAIWANIA,NOV 7 2023,2023,68,4,,,,439,450,,10.6165/tai.2023.68.439,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genetic Algorithm-Based Multiobjective Optimization for 3D Printable Design of a Double-Shell Lunar Habitat Structure,"Chen, Quanyao; Gao, Yuyue; Ding, Lieyun; Zhou, Cheng; Han, Wenbin; Zhou, Yan; Shi, Yusheng",,,,JOURNAL OF AEROSPACE ENGINEERING,NOV 1 2023,2023,36,6,,,,,,4023069,10.1061/JAEEEZ.ASENG-4755,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bridging the Gap: Comprehensive Boreal Forest Complexity Mapping through LVIS Full-Waveform LiDAR, Single-Year and Time Series Landsat Imagery","Diaz-Kloch, Nicolas; Murray, Dennis L.",,,,REMOTE SENSING,NOV 2023,2023,15,22,,,,,,5274,10.3390/rs15225274,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feeding Ecology of Omo River Guerezas (<i>Colobus guereza guereza</i>) in Natural Versus Plantation Forests in the Central Highlands of Ethiopia,"Yazezew, Dereje; Bekele, Afework; Fashing, Peter J.; Nguyen, Nga; Ibrahim, Hussein; Moges, Amera; Eppley, Timothy M.; Mekonnen, Addisu",,,,INTERNATIONAL JOURNAL OF PRIMATOLOGY,APR 2024,2024,45,2,,,,282,307,,10.1007/s10764-023-00401-7,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
